image,X,Y
affinismale.png,4.9114346409731,-1.36445155324863
appositusmale.png,-7.06875983059142,1.30165186268937
auricomusmale1.png,-4.82794423749998,6.13198130695908
auricomusmale2.png,2.29133894760613,1.97473529809956
balteatusmale1.png,-6.29428788617839,0.0482313515445738
balteatusmale2.png,-0.350073886766249,-0.226401993911114
balteatusmale3.png,-0.351182174841356,-1.54160637957594
bifariusmale1.png,1.09952181416978,-7.40664568542959
bifariusmale2.png,-0.247136746041945,-5.74081156239161
bifariusmale3.png,1.89010590560854,-7.1619275553386
bifariusmale4.png,-0.0279610250133211,3.72268382081631
bifariusmale5.png,0.694544017947447,-6.59275364866682
bimaculatusmale.png,7.51201215208574,-3.11150604335221
borealismale.png,-6.91416022626504,0.953739687895286
californicusmale1.png,2.81759119815548,-5.99912950576051
caliginosusmale.png,5.75380768630705,-5.83415538829587
centralismale1.png,-7.80343889622028,3.86470052374584
centralismale2.png,0.54395107282756,2.83220687788426
crotchiimale1.png,-4.51412204241686,-1.99306117832523
crotchiimale2.png,-2.80186547380494,-2.3468057309621
crotchiimale3.png,1.75169465586831,-2.18051898424634
fervidusmale1.png,-6.7562698945223,4.58212359342775
flavifronsmale1.png,-2.26000978773066,6.17503153683585
flavifronsmale2.png,-0.869323756525984,4.15136133544077
flavifronsmale3.png,-1.48041668675282,4.56518317631161
flavifronsmale4.png,0.138254338940624,4.4572073549817
franklinimale.png,8.08734585813422,-5.8784790953873
fraternusmale1.png,3.84298673425504,-0.298062142411544
fraternusmale2.png,2.53778864231496,-2.03405472288876
frigidusmale.png,-3.37648413238411,-2.21919642683034
griseocollismale.png,7.09666419916958,-3.24696648387563
huntiimale.png,0.644271124332064,5.48296660599617
impatiensmale.png,7.07371774219654,-3.90989268249158
melanopygusmale1.png,-0.681249466741068,5.62202566378451
melanopygusmale2.png,-3.26476618011268,6.27780616828328
melanopygusmale3.png,-2.6940367791712,5.48485818646396
melanopygusmale4.png,3.10691100585719,-5.13265817046392
melanopygusmale5.png,2.25134371123047,-5.0074273077518
mixtusmale.png,-0.896272403240581,-1.59664937370163
morrisonimale.png,-4.64362221628755,5.27121176151324
nevadensismale.png,-4.87598260418442,-1.4438604793492
occidentalismale.png,8.19420249892402,-6.28538363924991
pensylvanicusmale.png,-8.1533190403139,3.5353279913825
perplexusmale.png,5.42080234734145,-0.660378993898617
rufocinctusmale1.png,1.6581743537683,5.23322906163872
rufocinctusmale2.png,-3.07936005696508,7.26351431928441
rufocinctusmale3.png,2.01710425879411,-1.76050512566768
sandersonimale.png,2.42611474267826,0.383109610280713
sitkensismale1.png,-7.26203936710374,2.46517960622007
sitkensismale2.png,-5.53371844143608,-0.850756585625985
sylvicolamale1.png,1.74826501183767,4.00026664649321
sylvicolamale2.png,1.16655584243069,1.58293449790626
sylvicolamale3.png,1.6103879936899,-5.32178423018465
ternariusmale.png,1.45653685300564,3.04627638306015
terricolamale.png,2.9727291891556,-3.47969945669014
vagansmale.png,3.7038115650341,-0.838089989605873
vandykeimale.png,-4.67890277847216,7.07269077372612
vosnesenskiimale.png,5.28673591294456,-6.01861488708612
