,img1,img2,distance
256,flavifronsmale3.png,balteatusmale1.png,[0.05964546]
257,flavifronsmale4.png,balteatusmale1.png,[0.04572835]
258,franklinimale.png,balteatusmale1.png,[0.10867566]
259,fraternusmale1.png,balteatusmale1.png,[0.05099683]
260,fraternusmale2.png,balteatusmale1.png,[0.05142969]
261,frigidusmale.png,balteatusmale1.png,[0.03374802]
262,griseocollismale.png,balteatusmale1.png,[0.08467814]
263,huntiimale.png,balteatusmale1.png,[0.03613938]
264,impatiensmale.png,balteatusmale1.png,[0.08441664]
265,melanopygusmale1.png,balteatusmale1.png,[0.04896966]
266,melanopygusmale2.png,balteatusmale1.png,[0.05205159]
267,melanopygusmale3.png,balteatusmale1.png,[0.05619264]
268,melanopygusmale4.png,balteatusmale1.png,[0.05626835]
269,melanopygusmale5.png,balteatusmale1.png,[0.05126623]
270,mixtusmale.png,balteatusmale1.png,[0.03700943]
271,morrisonimale.png,balteatusmale1.png,[0.0635234]
272,nevadensismale.png,balteatusmale1.png,[0.01645625]
273,occidentalismale.png,balteatusmale1.png,[0.0885298]
274,pensylvanicusmale.png,balteatusmale1.png,[0.05154783]
275,perplexusmale.png,balteatusmale1.png,[0.05527616]
276,rufocinctusmale1.png,balteatusmale1.png,[0.03321151]
277,rufocinctusmale2.png,balteatusmale1.png,[0.0390707]
278,rufocinctusmale3.png,balteatusmale1.png,[0.04961766]
279,sandersonimale.png,balteatusmale1.png,[0.04022782]
280,sitkensismale1.png,balteatusmale1.png,[0.02419478]
281,sitkensismale2.png,balteatusmale1.png,[0.01784876]
282,sylvicolamale1.png,balteatusmale1.png,[0.03597179]
283,sylvicolamale2.png,balteatusmale1.png,[0.03993487]
284,sylvicolamale3.png,balteatusmale1.png,[0.05179469]
285,ternariusmale.png,balteatusmale1.png,[0.04414786]
286,terricolamale.png,balteatusmale1.png,[0.05701846]
287,vagansmale.png,balteatusmale1.png,[0.05071255]
288,vandykeimale.png,balteatusmale1.png,[0.03675951]
289,vosnesenskiimale.png,balteatusmale1.png,[0.07241328]
290,affinismale.png,balteatusmale2.png,[0.02783681]
291,appositusmale.png,balteatusmale2.png,[0.04199429]
292,auricomusmale1.png,balteatusmale2.png,[0.03288923]
293,auricomusmale2.png,balteatusmale2.png,[0.02806811]
294,balteatusmale1.png,balteatusmale2.png,[0.02608036]
295,balteatusmale2.png,balteatusmale2.png,[0.]
296,balteatusmale3.png,balteatusmale2.png,[0.01099123]
297,bifariusmale1.png,balteatusmale2.png,[0.04336319]
298,bifariusmale2.png,balteatusmale2.png,[0.02628445]
299,bifariusmale3.png,balteatusmale2.png,[0.03472281]
300,bifariusmale4.png,balteatusmale2.png,[0.0228572]
301,bifariusmale5.png,balteatusmale2.png,[0.03591426]
302,bimaculatusmale.png,balteatusmale2.png,[0.04359905]
303,borealismale.png,balteatusmale2.png,[0.03868091]
304,californicusmale1.png,balteatusmale2.png,[0.03321977]
305,caliginosusmale.png,balteatusmale2.png,[0.04681703]
306,centralismale1.png,balteatusmale2.png,[0.04655917]
307,centralismale2.png,balteatusmale2.png,[0.02696186]
308,crotchiimale1.png,balteatusmale2.png,[0.0251932]
309,crotchiimale2.png,balteatusmale2.png,[0.01533626]
310,crotchiimale3.png,balteatusmale2.png,[0.03097234]
311,fervidusmale1.png,balteatusmale2.png,[0.04163413]
312,flavifronsmale1.png,balteatusmale2.png,[0.025105]
313,flavifronsmale2.png,balteatusmale2.png,[0.02707623]
314,flavifronsmale3.png,balteatusmale2.png,[0.02796579]
315,flavifronsmale4.png,balteatusmale2.png,[0.02365685]
