img1,img2,distance
perplexusmale.png,auricomusmale1.png,0
rufocinctusmale1.png,auricomusmale1.png,0
rufocinctusmale2.png,auricomusmale1.png,0
rufocinctusmale3.png,auricomusmale1.png,0
sandersonimale.png,auricomusmale1.png,0
sitkensismale1.png,auricomusmale1.png,0
sitkensismale2.png,auricomusmale1.png,0
sylvicolamale1.png,auricomusmale1.png,0
sylvicolamale2.png,auricomusmale1.png,0
sylvicolamale3.png,auricomusmale1.png,0
ternariusmale.png,auricomusmale1.png,0
terricolamale.png,auricomusmale1.png,0
vagansmale.png,auricomusmale1.png,0
vandykeimale.png,auricomusmale1.png,0
vosnesenskiimale.png,auricomusmale1.png,0
affinismale.png,auricomusmale2.png,0
appositusmale.png,auricomusmale2.png,0
auricomusmale1.png,auricomusmale2.png,0
auricomusmale2.png,auricomusmale2.png,0
balteatusmale1.png,auricomusmale2.png,0
balteatusmale2.png,auricomusmale2.png,0
balteatusmale3.png,auricomusmale2.png,0
bifariusmale1.png,auricomusmale2.png,0
bifariusmale2.png,auricomusmale2.png,0
bifariusmale3.png,auricomusmale2.png,0
bifariusmale4.png,auricomusmale2.png,0
bifariusmale5.png,auricomusmale2.png,0
bimaculatusmale.png,auricomusmale2.png,0
borealismale.png,auricomusmale2.png,0
californicusmale1.png,auricomusmale2.png,0
caliginosusmale.png,auricomusmale2.png,0
centralismale1.png,auricomusmale2.png,0
centralismale2.png,auricomusmale2.png,0
crotchiimale1.png,auricomusmale2.png,0
crotchiimale2.png,auricomusmale2.png,0
crotchiimale3.png,auricomusmale2.png,0
fervidusmale1.png,auricomusmale2.png,0
flavifronsmale1.png,auricomusmale2.png,0
flavifronsmale2.png,auricomusmale2.png,0
flavifronsmale3.png,auricomusmale2.png,0
flavifronsmale4.png,auricomusmale2.png,0
franklinimale.png,auricomusmale2.png,0
fraternusmale1.png,auricomusmale2.png,0
fraternusmale2.png,auricomusmale2.png,0
frigidusmale.png,auricomusmale2.png,0
griseocollismale.png,auricomusmale2.png,0
huntiimale.png,auricomusmale2.png,0
impatiensmale.png,auricomusmale2.png,0
melanopygusmale1.png,auricomusmale2.png,0
melanopygusmale2.png,auricomusmale2.png,0
melanopygusmale3.png,auricomusmale2.png,0
melanopygusmale4.png,auricomusmale2.png,0
melanopygusmale5.png,auricomusmale2.png,0
mixtusmale.png,auricomusmale2.png,0
morrisonimale.png,auricomusmale2.png,0
nevadensismale.png,auricomusmale2.png,0
occidentalismale.png,auricomusmale2.png,0
