image,X,Y
affinis.png,4.7572093200268,5.49934523904683
appositus.png,-3.42226074895484,2.30475759207536
auricomus.png,2.1810428709884,3.99220809110309
auricomus1.png,1.82877857234489,4.33481737826463
balteatus.png,-3.03871808018027,1.70312475948036
balteatus1.png,-3.79711884727958,1.01586309415395
balteatus2.png,1.14630176931891,5.2044234322346
bifarius1.png,-2.21742511491088,-2.64071161744089
bifarius2.png,-2.61489098583973,-5.28692391519109
bifarius3.png,-3.26503051480066,-5.92686634097502
bifarius4.png,-2.70778884600266,-5.94943566014991
bimaculatus.png,6.34901761414539,1.85222081700801
borealis1.png,-3.42231857064019,2.3049032196759
borealis2.png,-2.23258196349763,2.52342375693798
californicus1.png,-1.5068867407513,-3.53993073939777
californicus2.png,-2.18917185374442,-4.93810394111613
californicus3.png,-3.26357833961742,-6.81051265736607
caliginosus.png,-2.88742134545755,-6.74449717165687
caliginosus2.png,-3.14492023136471,-9.18502456696385
centralis.png,-1.2983329622786,3.42229284449757
crotchii.png,-0.979157570398781,-2.63835777106843
crotchii1.png,-1.39164050781664,-2.95246676979057
crotchii2.png,5.41773377734086,6.00838804067077
fervidus.png,-1.70616644889799,3.09990813329556
flavifrons1.png,2.18625689370363,0.284815552058081
flavifrons2.png,-1.68456414157585,1.07967078776491
flavifrons3.png,4.69185067952911,4.59447712349043
flavifrons4.png,5.92932438930822,4.32529957543414
flavifrons5.png,5.34426831451356,4.46412842553247
flavifrons6.png,5.9326664681758,4.29063422073125
franklini.png,-2.873975833553,-9.58033711580011
fraternus.png,3.29502853073148,5.80568569548788
frigidus.png,-3.56942857198072,1.04374258213371
griseocollis.png,6.44508818853873,1.81687909334034
huntii.png,-3.10928848567725,-1.29028669477883
impatiens.png,6.38908279691819,2.03502397972094
melanopygus1.png,-3.96419948389648,-5.40844986746682
melanopygus2.png,-2.77019655912907,-0.74792811676762
melanopygus3.png,-2.16844344867196,-0.48140886322763
mixtus.png,-1.37485714245311,-0.483607718463243
morrisoni.png,2.50709148948251,-0.000747366178462161
nevadensis.png,2.77927267682894,0.199808032914561
occidentalis1.png,-4.04265438039964,0.662993909155728
occidentalis2.png,-2.44745245957931,-9.22175326259526
occidentalis3.png,-2.41480796472603,-8.77041896282002
pennsylvanicus1.png,0.660488639381845,4.32689094023205
pennsylvanicus2.png,2.72569076992968,3.95148146918041
pennsylvanicus3.png,2.92314320497354,3.55374687115165
perplexus.png,3.28139418485212,0.433017533657379
rufocinctus1.png,-1.11965326200424,3.35793879929643
rufocinctus2.png,3.54818704116703,4.59903827109174
rufocinctus3.png,3.90311483586874,4.87232910450935
rufocinctus4.png,2.34789300443745,5.5575511516619
sandersoni.png,3.61565026071579,5.60149781440469
sitkensis.png,-4.50690572201676,-2.78644259164704
sylvicola1.png,-3.30159980506988,-1.10603465767553
sylvicola2.png,-2.42663249875458,-5.41671464985804
sylvicola3.png,-2.96851651200966,-2.58757916200226
ternarius.png,-2.2258027155613,-2.09619223526994
terricola1.png,2.92807595411253,3.55546319434612
terricola2.png,1.60652611169059,3.08478710258365
vagans.png,3.83994805130861,5.82648976529148
vandykei.png,-3.73104482517869,-6.81707607897821
vosnesenskii.png,-2.77469292566196,-9.18125889897031
